NAMA PERGURUAN TINGGI,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2025,PEMINAT 2024,JENIS PORTOFOLIO
POLITEKNIK MANUFAKTUR BANDUNG,24322003,TEKNOLOGI REKAYASA OTOMASI,Sarjana Terapan,16,177,Tidak Ada
POLITEKNIK MANUFAKTUR BANDUNG,24322004,TEKNOLOGI REKAYASA MATERIAL MAJU,Sarjana Terapan,14,44,Tidak Ada
POLITEKNIK MANUFAKTUR BANDUNG,24322005,REKAYASA PERANCANGAN MEKANIK,Sarjana Terapan,14,80,Tidak Ada
POLITEKNIK MANUFAKTUR BANDUNG,24322006,TEKNOLOGI REKAYASA MEKATRONIKA,Sarjana Terapan,16,212,Tidak Ada
POLITEKNIK MANUFAKTUR BANDUNG,24322014,MANAJEMEN TEKNOLOGI REKAYASA,Sarjana Terapan,19,97,Tidak Ada
POLITEKNIK MANUFAKTUR BANDUNG,24322015,TEKNOLOGI REKAYASA INFORMATIKA INDUSTRI,Sarjana Terapan,16,183,Tidak Ada
POLITEKNIK MANUFAKTUR BANDUNG,24322016,TEKNOLOGI REKAYASA SISTEM AERIAL NIRAWAK,Sarjana Terapan,7,0,Tidak Ada
POLITEKNIK MANUFAKTUR BANDUNG,24323007,PEMELIHARAAN MESIN,Diploma Tiga,16,88,Tidak Ada
POLITEKNIK MANUFAKTUR BANDUNG,24323008,TEKNOLOGI MANUFAKTUR,Diploma Tiga,16,115,Tidak Ada
POLITEKNIK MANUFAKTUR BANDUNG,24323010,TEKNOLOGI PEMBUATAN PERKAKAS PRESISI,Diploma Tiga,16,65,Tidak Ada
POLITEKNIK MANUFAKTUR BANDUNG,24323011,TEKNOLOGI PERANCANGAN PERKAKAS PRESISI,Diploma Tiga,14,37,Tidak Ada
POLITEKNIK MANUFAKTUR BANDUNG,24323012,TEKNOLOGI PENGECORAN LOGAM,Diploma Tiga,22,57,Tidak Ada
POLITEKNIK NEGERI INDRAMAYU,24332001,PERANCANGAN MANUFAKTUR,Sarjana Terapan,60,71,Tidak Ada
POLITEKNIK NEGERI INDRAMAYU,24332002,REKAYASA PERANGKAT LUNAK,Sarjana Terapan,60,140,Tidak Ada
POLITEKNIK NEGERI INDRAMAYU,24332007,SISTEM INFORMASI KOTA CERDAS,Sarjana Terapan,60,99,Tidak Ada
POLITEKNIK NEGERI INDRAMAYU,24332008,TEKNOLOGI REKAYASA INSTRUMENTASI DAN KONTROL,Sarjana Terapan,60,47,Tidak Ada
POLITEKNIK NEGERI INDRAMAYU,24333003,KEPERAWATAN,Diploma Tiga,60,258,Tidak Ada
POLITEKNIK NEGERI INDRAMAYU,24333004,TEKNIK MESIN,Diploma Tiga,60,118,Tidak Ada
POLITEKNIK NEGERI INDRAMAYU,24333005,TEKNIK INFORMATIKA,Diploma Tiga,60,194,Tidak Ada
POLITEKNIK NEGERI INDRAMAYU,24333006,TEKNIK PENDINGIN DAN TATA UDARA,Diploma Tiga,60,47,Tidak Ada
POLITEKNIK NEGERI SUBANG,24342005,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,32,88,Tidak Ada
POLITEKNIK NEGERI SUBANG,24342006,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,32,36,Tidak Ada
POLITEKNIK NEGERI SUBANG,24342007,TEKNOLOGI PRODUKSI TANAMAN PANGAN,Sarjana Terapan,32,37,Tidak Ada
POLITEKNIK NEGERI SUBANG,24343001,AGROINDUSTRI,Diploma Tiga,32,58,Tidak Ada
POLITEKNIK NEGERI SUBANG,24343002,PEMELIHARAAN MESIN,Diploma Tiga,32,45,Tidak Ada
POLITEKNIK NEGERI SUBANG,24343003,SISTEM INFORMASI,Diploma Tiga,39,74,Tidak Ada
POLITEKNIK NEGERI SUBANG,24343004,KEPERAWATAN,Diploma Tiga,64,216,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24522001,TEKNIK PERAWATAN DAN PERBAIKAN GEDUNG,Sarjana Terapan,20,138,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24522002,PERANCANGAN JALAN DAN JEMBATAN,Sarjana Terapan,13,93,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24522003,TEKNIK MESIN PRODUKSI DAN PERAWATAN,Sarjana Terapan,18,146,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24522004,TEKNOLOGI REKAYASA PEMBANGKIT ENERGI,Sarjana Terapan,18,64,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24522005,TEKNIK TELEKOMUNIKASI,Sarjana Terapan,30,220,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24522006,TEKNOLOGI REKAYASA INSTALASI LISTRIK,Sarjana Terapan,18,111,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24522007,TEKNOLOGI REKAYASA KOMPUTER,Sarjana Terapan,20,185,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24522008,KOMPUTERISASI AKUNTANSI,Sarjana Terapan,30,207,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24522009,TEKNOLOGI REKAYASA ELEKTRONIKA,Sarjana Terapan,26,148,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24522010,PERBANKAN SYARIAH,Sarjana Terapan,30,128,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24522011,ANALISIS KEUANGAN,Sarjana Terapan,30,213,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24522012,AKUNTANSI MANAJERIAL,Sarjana Terapan,30,268,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24522013,MANAJEMEN BISNIS INTERNASIONAL,Sarjana Terapan,30,310,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24522014,ADMINISTRASI BISNIS TERAPAN,Sarjana Terapan,30,419,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24523015,MANAJEMEN PEMASARAN/MARKETING,Diploma Tiga,30,179,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24523016,ADMINISTRASI BISNIS,Diploma Tiga,30,270,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24523017,TEKNIK INFORMATIKA,Diploma Tiga,26,270,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24523018,KEUANGAN DAN PERBANKAN,Diploma Tiga,30,170,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24523019,TEKNIK MESIN,Diploma Tiga,48,389,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24523020,TEKNIK LISTRIK,Diploma Tiga,24,186,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24523021,KONSTRUKSI SIPIL,Diploma Tiga,26,174,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24523022,TEKNIK KONVERSI ENERGI,Diploma Tiga,30,67,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24523023,AKUNTANSI,Diploma Tiga,45,227,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24523024,TEKNIK ELEKTRONIKA,Diploma Tiga,26,159,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24523025,TEKNIK TELEKOMUNIKASI,Diploma Tiga,24,68,Tidak Ada
POLITEKNIK NEGERI SEMARANG,24523026,KONSTRUKSI GEDUNG,Diploma Tiga,26,102,Tidak Ada
POLITEKNIK NEGERI CILACAP,24532001,TEKNIK PENGENDALIAN PENCEMARAN LINGKUNGAN,Sarjana Terapan,45,125,Tidak Ada
POLITEKNIK NEGERI CILACAP,24532002,PENGEMBANGAN PRODUK AGROINDUSTRI,Sarjana Terapan,34,58,Tidak Ada
POLITEKNIK NEGERI CILACAP,24532007,REKAYASA KEAMANAN SIBER,Sarjana Terapan,34,80,Tidak Ada
POLITEKNIK NEGERI CILACAP,24532008,AKUNTANSI LEMBAGA KEUANGAN SYARIAH,Sarjana Terapan,34,83,Tidak Ada
POLITEKNIK NEGERI CILACAP,24532009,TEKNOLOGI REKAYASA MEKATRONIKA,Sarjana Terapan,26,17,Tidak Ada
POLITEKNIK NEGERI CILACAP,24532010,TEKNOLOGI REKAYASA MULTIMEDIA,Sarjana Terapan,34,52,Tidak Ada
POLITEKNIK NEGERI CILACAP,24532011,TEKNOLOGI REKAYASA ENERGI TERBARUKAN,Sarjana Terapan,17,10,Tidak Ada
POLITEKNIK NEGERI CILACAP,24532012,TEKNOLOGI REKAYASA KIMIA INDUSTRI,Sarjana Terapan,12,0,Tidak Ada
POLITEKNIK NEGERI CILACAP,24532013,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,23,0,Tidak Ada
POLITEKNIK NEGERI CILACAP,24533003,TEKNIK LISTRIK,Diploma Tiga,34,55,Tidak Ada
POLITEKNIK NEGERI CILACAP,24533004,TEKNIK INFORMATIKA,Diploma Tiga,45,161,Tidak Ada
POLITEKNIK NEGERI CILACAP,24533005,TEKNIK ELEKTRONIKA,Diploma Tiga,34,72,Tidak Ada
POLITEKNIK NEGERI CILACAP,24533006,TEKNIK MESIN,Diploma Tiga,34,132,Tidak Ada
POLITEKNIK MARITIM NEGERI INDONESIA,24542004,TRANSPORTASI LAUT,Sarjana Terapan,83,178,Tidak Ada
POLITEKNIK MARITIM NEGERI INDONESIA,24542005,NAUTIKA,Sarjana Terapan,40,0,Tidak Ada
POLITEKNIK MARITIM NEGERI INDONESIA,24542006,TEKNOLOGI REKAYASA PERMESINAN KAPAL,Sarjana Terapan,40,0,Tidak Ada
POLITEKNIK MARITIM NEGERI INDONESIA,24542007,TEKNOLOGI REKAYASA MEKATRONIKA,Sarjana Terapan,50,0,Tidak Ada
POLITEKNIK MARITIM NEGERI INDONESIA,24542008,BISNIS DAN LOGISTIK MARITIM,Sarjana Terapan,66,0,Tidak Ada
POLITEKNIK MARITIM NEGERI INDONESIA,24543009,NAUTIKA,Diploma Tiga,26,0,Tidak Ada
POLITEKNIK MARITIM NEGERI INDONESIA,24543010,TEKNIKA,Diploma Tiga,40,0,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712001,AGRIBISNIS,Sarjana Terapan,75,112,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712002,TEKNOLOGI PENGOLAHAN HASIL TERNAK,Sarjana Terapan,45,19,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712003,TEKNIK MANUFAKTUR KAPAL,Sarjana Terapan,45,29,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712004,MANAJEMEN BISNIS PARIWISATA,Sarjana Terapan,75,231,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712005,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,60,58,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712006,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,75,117,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712008,TEKNOLOGI REKAYASA KOMPUTER,Sarjana Terapan,30,88,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712009,BISNIS DIGITAL,Sarjana Terapan,45,123,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712010,TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN,Sarjana Terapan,30,25,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712011,TEKNOLOGI PRODUKSI TERNAK,Sarjana Terapan,30,9,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712012,PENGEMBANGAN PRODUK AGROINDUSTRI,Sarjana Terapan,30,18,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712013,TEKNOLOGI BUDI DAYA PERIKANAN/TEKNOLOGI AKUAKULTUR,Sarjana Terapan,30,15,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712014,TEKNOLOGI PRODUKSI TANAMAN PANGAN,Sarjana Terapan,30,25,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712015,PENGELOLAAN PERHOTELAN,Sarjana Terapan,30,44,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712016,DESTINASI PARIWISATA,Sarjana Terapan,30,59,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712017,MANAJEMEN KONSTRUKSI,Sarjana Terapan,15,0,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24712018,TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN GEDUNG,Sarjana Terapan,15,0,Tidak Ada
POLITEKNIK NEGERI BANYUWANGI,24713007,TEKNIK SIPIL,Diploma Tiga,60,60,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722001,GIZI KLINIK,Sarjana Terapan,83,224,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722002,MANAJEMEN AGROINDUSTRI,Sarjana Terapan,99,132,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722003,TEKNIK ENERGI TERBARUKAN,Sarjana Terapan,66,70,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722004,TEKNIK PRODUKSI TANAMAN PANGAN,Sarjana Terapan,50,46,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722005,MANAGEMEN BISNIS UNGGAS,Sarjana Terapan,66,44,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722006,TEKNIK INFORMATIKA,Sarjana Terapan,116,313,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722007,TEKNIK PRODUKSI BENIH,Sarjana Terapan,50,36,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722008,MANAJEMEN INFORMASI KESEHATAN,Sarjana Terapan,99,269,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722009,MESIN OTOMOTIF,Sarjana Terapan,66,123,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722010,BUDIDAYA TANAMAN PERKEBUNAN,Sarjana Terapan,50,41,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722011,TEKNOLOGI REKAYASA PANGAN,Sarjana Terapan,66,60,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722012,PENGELOLAAN PERKEBUNAN KOPI,Sarjana Terapan,33,23,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722013,TEKNOLOGI REKAYASA MEKATRONIKA,Sarjana Terapan,66,57,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722014,PSDKU TEKNIK INFORMATIKA KAB. NGANJUK,Sarjana Terapan,50,37,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722015,TEKNOLOGI PAKAN TERNAK,Sarjana Terapan,50,36,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722016,PSDKU MANAJEMEN AGROINDUSTRI KAB. SIDOARJO,Sarjana Terapan,33,13,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722017,PSDKU TEKNIK INFORMATIKA KAB. SIDOARJO,Sarjana Terapan,50,38,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722018,PROMOSI KESEHATAN,Sarjana Terapan,66,63,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722019,BISNIS DIGITAL,Sarjana Terapan,66,53,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722020,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,83,112,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722021,MANAJEMEN PEMASARAN INTERNASIONAL,Sarjana Terapan,83,74,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722022,DESTINASI PARIWISATA,Sarjana Terapan,66,81,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722033,PSDKU MANAJEMEN AGRIBISNIS KAB. NGAWI,Sarjana Terapan,33,12,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722034,PSDKU MANAJEMEN INFORMASI KESEHATAN KAB. NGAWI,Sarjana Terapan,33,27,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722035,PRODUKSI MEDIA KAMPUS BONDOWOSO,Sarjana Terapan,33,19,Tidak Ada
POLITEKNIK NEGERI JEMBER,24722036,PSDKU TEKNOLOGI REKAYASA PERANGKAT LUNAK KAB. SABU RAIJUA,Sarjana Terapan,33,0,Tidak Ada
POLITEKNIK NEGERI JEMBER,24723023,MANAJEMEN AGRIBISNIS,Diploma Tiga,66,71,Tidak Ada
POLITEKNIK NEGERI JEMBER,24723024,PRODUKSI TANAMAN HORTIKULTURA,Diploma Tiga,33,21,Tidak Ada
POLITEKNIK NEGERI JEMBER,24723025,PRODUKSI TANAMAN PERKEBUNAN,Diploma Tiga,33,14,Tidak Ada
POLITEKNIK NEGERI JEMBER,24723026,TEKNOLOGI INDUSTRI PANGAN,Diploma Tiga,66,32,Tidak Ada
POLITEKNIK NEGERI JEMBER,24723027,BAHASA INGGRIS,Diploma Tiga,50,29,Tidak Ada
POLITEKNIK NEGERI JEMBER,24723028,PRODUKSI TERNAK,Diploma Tiga,50,34,Tidak Ada
POLITEKNIK NEGERI JEMBER,24723029,MANAJEMEN INFORMATIKA,Diploma Tiga,83,65,Tidak Ada
POLITEKNIK NEGERI JEMBER,24723030,MANAJEMEN AGRIBISNIS (KAMPUS KAB. NGANJUK),Diploma Tiga,33,25,Tidak Ada
POLITEKNIK NEGERI JEMBER,24723031,KETEKNIKAN PERTANIAN,Diploma Tiga,50,21,Tidak Ada
POLITEKNIK NEGERI JEMBER,24723032,TEKNIK KOMPUTER,Diploma Tiga,83,83,Tidak Ada
POLITEKNIK NEGERI MADIUN,24732001,PERKERETAAPIAN,Sarjana Terapan,36,468,Tidak Ada
POLITEKNIK NEGERI MADIUN,24732006,AKUNTANSI PERPAJAKAN,Sarjana Terapan,36,228,Tidak Ada
POLITEKNIK NEGERI MADIUN,24732009,TEKNOLOGI REKAYASA OTOMOTIF,Sarjana Terapan,36,82,Tidak Ada
POLITEKNIK NEGERI MADIUN,24732010,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,18,68,Tidak Ada
POLITEKNIK NEGERI MADIUN,24732011,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,27,79,Tidak Ada
POLITEKNIK NEGERI MADIUN,24732012,PEMASARAN DIGITAL,Sarjana Terapan,18,95,Tidak Ada
POLITEKNIK NEGERI MADIUN,24732013,TEKNOLOGI REKAYASA ELEKTRONIKA,Sarjana Terapan,18,20,Tidak Ada
POLITEKNIK NEGERI MADIUN,24732014,TEKNOLOGI REKAYASA OTOMASI,Sarjana Terapan,18,0,Tidak Ada
POLITEKNIK NEGERI MADIUN,24732015,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,18,0,Tidak Ada
POLITEKNIK NEGERI MADIUN,24733002,AKUNTANSI,Diploma Tiga,36,134,Tidak Ada
POLITEKNIK NEGERI MADIUN,24733003,TEKNOLOGI INFORMASI,Diploma Tiga,36,136,Tidak Ada
POLITEKNIK NEGERI MADIUN,24733004,TEKNIK KOMPUTER KONTROL,Diploma Tiga,36,61,Tidak Ada
POLITEKNIK NEGERI MADIUN,24733005,BAHASA INGGRIS,Diploma Tiga,27,36,Tidak Ada
POLITEKNIK NEGERI MADIUN,24733007,TEKNIK LISTRIK,Diploma Tiga,36,61,Tidak Ada
POLITEKNIK NEGERI MADIUN,24733008,ADMINISTRASI BISNIS,Diploma Tiga,36,304,Tidak Ada
POLITEKNIK NEGERI MALANG,24742001,TEKNIK JARINGAN TELEKOMUNIKASI DIGITAL,Sarjana Terapan,50,185,Tidak Ada
POLITEKNIK NEGERI MALANG,24742002,MANAJEMEN REKAYASA KONSTRUKSI,Sarjana Terapan,39,144,Tidak Ada
POLITEKNIK NEGERI MALANG,24742003,SISTEM KELISTRIKAN,Sarjana Terapan,36,196,Tidak Ada
POLITEKNIK NEGERI MALANG,24742004,TEKNIK ELEKTRONIKA,Sarjana Terapan,50,353,Tidak Ada
POLITEKNIK NEGERI MALANG,24742005,TEKNIK INFORMATIKA,Sarjana Terapan,72,794,Tidak Ada
POLITEKNIK NEGERI MALANG,24742006,TEKNOLOGI KIMIA INDUSTRI,Sarjana Terapan,60,226,Tidak Ada
POLITEKNIK NEGERI MALANG,24742007,TEKNIK MESIN PRODUKSI DAN PERAWATAN,Sarjana Terapan,45,326,Tidak Ada
POLITEKNIK NEGERI MALANG,24742008,TEKNIK OTOMOTIF ELEKTRONIK,Sarjana Terapan,36,159,Tidak Ada
POLITEKNIK NEGERI MALANG,24742009,TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN,Sarjana Terapan,16,63,Tidak Ada
POLITEKNIK NEGERI MALANG,24742010,TEKNIK ELEKTRONIKA (PSDKU KEDIRI),Sarjana Terapan,24,95,Tidak Ada
POLITEKNIK NEGERI MALANG,24742011,TEKNIK MESIN PRODUKSI DAN PERAWATAN (PSDKU KEDIRI),Sarjana Terapan,36,130,Tidak Ada
POLITEKNIK NEGERI MALANG,24742012,TEKNOLOGI REKAYASA OTOMOTIF (PSDKU LUMAJANG),Sarjana Terapan,24,15,Tidak Ada
POLITEKNIK NEGERI MALANG,24742013,TEKNIK OTOMOTIF ELEKTRONIK (PSDKU PAMEKASAN),Sarjana Terapan,10,8,Tidak Ada
POLITEKNIK NEGERI MALANG,24742014,AKUNTANSI MANAJEMEN,Sarjana Terapan,72,423,Tidak Ada
POLITEKNIK NEGERI MALANG,24742015,KEUANGAN,Sarjana Terapan,27,153,Tidak Ada
POLITEKNIK NEGERI MALANG,24742016,MANAJEMEN PEMASARAN,Sarjana Terapan,63,290,Tidak Ada
POLITEKNIK NEGERI MALANG,24742017,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,36,89,Tidak Ada
POLITEKNIK NEGERI MALANG,24742018,PENGELOLAAN ARSIP DAN REKAMAN INFORMASI,Sarjana Terapan,24,81,Tidak Ada
POLITEKNIK NEGERI MALANG,24742019,USAHA PERJALANAN WISATA,Sarjana Terapan,24,90,Tidak Ada
POLITEKNIK NEGERI MALANG,24742020,KEUANGAN (PSDKU KEDIRI),Sarjana Terapan,36,187,Tidak Ada
POLITEKNIK NEGERI MALANG,24742021,AKUNTANSI MANAJEMEN (PSDKU PAMEKASAN),Sarjana Terapan,10,8,Tidak Ada
POLITEKNIK NEGERI MALANG,24742035,SISTEM INFORMASI BISNIS,Sarjana Terapan,54,312,Tidak Ada
POLITEKNIK NEGERI MALANG,24742039,BAHASA INGGRIS UNTUK INDUSTRI PARIWISATA,Sarjana Terapan,24,53,Tidak Ada
POLITEKNIK NEGERI MALANG,24743022,TEKNOLOGI PERTAMBANGAN,Diploma Tiga,23,179,Tidak Ada
POLITEKNIK NEGERI MALANG,24743023,TEKNIK KIMIA,Diploma Tiga,48,110,Tidak Ada
POLITEKNIK NEGERI MALANG,24743024,"TEKNOLOGI KONSTRUKSI JALAN, JEMBATAN, DAN BANGUNAN AIR",Diploma Tiga,23,36,Tidak Ada
POLITEKNIK NEGERI MALANG,24743025,TEKNOLOGI SIPIL (KAMPUS KAB LUMAJANG),Diploma Tiga,32,29,Tidak Ada
POLITEKNIK NEGERI MALANG,24743026,TEKNOLOGI INFORMASI (KAMPUS KAB LUMAJANG),Diploma Tiga,36,28,Tidak Ada
POLITEKNIK NEGERI MALANG,24743027,TEKNIK LISTRIK,Diploma Tiga,29,141,Tidak Ada
POLITEKNIK NEGERI MALANG,24743028,"AKUNTANSI, KAMPUS KEDIRI",Diploma Tiga,60,158,Tidak Ada
POLITEKNIK NEGERI MALANG,24743029,"TEKNIK MESIN, KAMPUS KEDIRI",Diploma Tiga,52,78,Tidak Ada
POLITEKNIK NEGERI MALANG,24743030,MANAJEMEN INFORMATIKA (KAMPUS KAB PAMEKASAN),Diploma Tiga,10,5,Tidak Ada
POLITEKNIK NEGERI MALANG,24743031,AKUNTANSI (KAMPUS KAB LUMAJANG),Diploma Tiga,36,30,Tidak Ada
POLITEKNIK NEGERI MALANG,24743032,ADMINISTRASI BISNIS,Diploma Tiga,54,266,Tidak Ada
POLITEKNIK NEGERI MALANG,24743033,AKUNTANSI,Diploma Tiga,60,150,Tidak Ada
POLITEKNIK NEGERI MALANG,24743034,"MANAJEMEN INFORMATIKA, KAMPUS KEDIRI",Diploma Tiga,60,164,Tidak Ada
POLITEKNIK NEGERI MALANG,24743036,TEKNIK MESIN,Diploma Tiga,63,307,Tidak Ada
POLITEKNIK NEGERI MALANG,24743037,TEKNIK SIPIL,Diploma Tiga,23,174,Tidak Ada
POLITEKNIK NEGERI MALANG,24743038,TEKNIK ELEKTRONIKA,Diploma Tiga,36,97,Tidak Ada
POLITEKNIK NEGERI MALANG,24743041,TEKNIK TELEKOMUNIKASI,Diploma Tiga,35,45,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24812001,TEKNIK KESELAMATAN DAN KESEHATAN KERJA,Sarjana Terapan,90,535,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24812002,TEKNIK DESAIN DAN MANUFAKTUR,Sarjana Terapan,36,87,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24812003,TEKNIK PENGELASAN,Sarjana Terapan,36,195,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24812004,TEKNIK PERPIPAAN,Sarjana Terapan,45,115,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24812005,TEKNIK OTOMASI,Sarjana Terapan,45,119,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24812006,TEKNIK PENGOLAHAN LIMBAH,Sarjana Terapan,45,124,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24812008,TEKNIK PERANCANGAN DAN KONSTRUKSI KAPAL,Sarjana Terapan,36,134,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24812009,TEKNIK PERMESINAN KAPAL,Sarjana Terapan,36,190,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24812010,TEKNIK KELISTRIKAN KAPAL,Sarjana Terapan,36,106,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24812011,MANAJEMEN BISNIS,Sarjana Terapan,70,219,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24812016,TEKNOLOGI REKAYASA ENERGI BERKELANJUTAN,Sarjana Terapan,18,39,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24812017,TEKNOLOGI REKAYASA KONSTRUKSI PERKAPALAN,Sarjana Terapan,18,19,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24813012,TEKNIK KELISTRIKAN KAPAL,Diploma Tiga,27,27,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24813013,TEKNIK PERMESINAN KAPAL,Diploma Tiga,27,50,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24813014,TEKNIK PERANCANGAN DAN KONSTRUKSI KAPAL,Diploma Tiga,27,22,Tidak Ada
POLITEKNIK PERKAPALAN NEGERI SURABAYA,24813015,TEKNIK BANGUNAN KAPAL,Diploma Tiga,27,20,Tidak Ada
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),24822001,TEKNIK ELEKTRONIKA,Sarjana Terapan,45,272,Tidak Ada
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),24822002,TEKNIK TELEKOMUNIKASI,Sarjana Terapan,36,141,Tidak Ada
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),24822003,TEKNIK ELEKTRO INDUSTRI,Sarjana Terapan,36,330,Tidak Ada
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),24822004,TEKNIK INFORMATIKA,Sarjana Terapan,36,424,Tidak Ada
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),24822005,TEKNIK KOMPUTER,Sarjana Terapan,36,166,Tidak Ada
