NAMA PERGURUAN TINGGI,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2025,PEMINAT 2024,JENIS PORTOFOLIO
UNIVERSITAS DIPONEGORO,13551086,BISNIS DIGITAL,Sarjana,24,846,Tidak Ada
UNIVERSITAS DIPONEGORO,13551087,KESELAMATAN DAN KESEHATAN KERJA,Sarjana,24,964,Tidak Ada
UNIVERSITAS DIPONEGORO,13551088,AGRIBISNIS KAMPUS BATANG,Sarjana,20,0,Tidak Ada
UNIVERSITAS DIPONEGORO,13551089,TEKNOLOGI DAN BISNIS PERIKANAN DAN KELAUTAN,Sarjana,10,0,Tidak Ada
UNIVERSITAS DIPONEGORO,13552075,TEKNOLOGI REKAYASA KIMIA INDUSTRI,Sarjana Terapan,26,177,Tidak Ada
UNIVERSITAS DIPONEGORO,13552076,TEKNOLOGI REKAYASA OTOMASI,Sarjana Terapan,26,133,Tidak Ada
UNIVERSITAS DIPONEGORO,13552077,REKAYASA PERANCANGAN MEKANIK,Sarjana Terapan,26,89,Tidak Ada
UNIVERSITAS DIPONEGORO,13552078,TEKNOLOGI REKAYASA KONSTRUKSI PERKAPALAN,Sarjana Terapan,24,99,Tidak Ada
UNIVERSITAS DIPONEGORO,13552079,TEKNIK LISTRIK INDUSTRI,Sarjana Terapan,26,145,Tidak Ada
UNIVERSITAS DIPONEGORO,13552080,PERENCANAAN TATA RUANG DAN PERTANAHAN,Sarjana Terapan,30,262,Tidak Ada
UNIVERSITAS DIPONEGORO,13552081,TEKNIK INFRASTRUKTUR SIPIL DAN PERANCANGAN ARSITEKTUR,Sarjana Terapan,42,397,Tidak Ada
UNIVERSITAS DIPONEGORO,13552082,AKUNTANSI PERPAJAKAN,Sarjana Terapan,86,727,Tidak Ada
UNIVERSITAS DIPONEGORO,13552083,MANAJEMEN DAN ADMINISTRASI LOGISTIK,Sarjana Terapan,46,544,Tidak Ada
UNIVERSITAS DIPONEGORO,13552084,BAHASA ASING TERAPAN,Sarjana Terapan,30,142,Tidak Ada
UNIVERSITAS DIPONEGORO,13552085,INFORMASI DAN HUMAS,Sarjana Terapan,46,361,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561001,PENDIDIKAN MATEMATIKA,Sarjana,39,653,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561002,PENDIDIKAN FISIKA,Sarjana,31,169,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561003,PENDIDIKAN KIMIA,Sarjana,31,217,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561004,PENDIDIKAN BIOLOGI,Sarjana,27,410,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561005,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,27,77,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561006,PENDIDIKAN TEKNIK MESIN,Sarjana,27,153,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561007,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,27,115,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561008,ILMU KEOLAHRAGAAN,Sarjana,25,193,Olahraga
UNIVERSITAS NEGERI SEMARANG,13561009,MATEMATIKA,Sarjana,18,189,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561010,FISIKA,Sarjana,28,105,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561011,KIMIA,Sarjana,20,174,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561012,BIOLOGI,Sarjana,20,193,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561013,KESEHATAN MASYARAKAT,Sarjana,55,1672,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561014,PENDIDIKAN IPA,Sarjana,25,367,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561015,PEND. TEKNIK INFORMATIKA & KOMPUTER,Sarjana,21,377,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561016,TEKNIK ARSITEKTUR,Sarjana,30,399,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561017,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,27,155,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561018,TEKNIK KIMIA,Sarjana,30,334,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561019,TEKNIK MESIN,Sarjana,35,645,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561020,TEKNIK SIPIL,Sarjana,35,753,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561021,TEKNIK INFORMATIKA,Sarjana,36,1516,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561022,TEKNIK ELEKTRO,Sarjana,30,407,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561023,GIZI,Sarjana,35,940,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561024,SISTEM INFORMASI,Sarjana,20,803,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561025,ILMU LINGKUNGAN,Sarjana,18,249,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561026,FARMASI,Sarjana,27,1377,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561027,TEKNIK KOMPUTER,Sarjana,10,450,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561028,BIMBINGAN DAN KONSELING,Sarjana,30,907,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561029,TEKNOLOGI PENDIDIKAN,Sarjana,20,173,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561030,PENDIDIKAN NON FORMAL,Sarjana,20,118,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561031,PENDIDIKAN PANCASILA & KEWARGANEGARAAN,Sarjana,30,371,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561032,PENDIDIKAN GEOGRAFI,Sarjana,20,231,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561033,PENDIDIKAN SEJARAH,Sarjana,20,359,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561034,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",Sarjana,55,680,Olahraga
UNIVERSITAS NEGERI SEMARANG,13561035,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,40,408,Olahraga
UNIVERSITAS NEGERI SEMARANG,13561036,PENDIDIKAN TATA BOGA,Sarjana,20,658,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561037,PENDIDIKAN TATA BUSANA,Sarjana,20,496,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561038,PENDIDIKAN SOSIOLOGI & ANTROPOLOGI,Sarjana,30,445,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561039,EKONOMI PEMBANGUNAN,Sarjana,60,791,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561040,MANAJEMEN,Sarjana,96,3304,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561041,PSIKOLOGI,Sarjana,47,1411,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561042,GEOGRAFI,Sarjana,45,371,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561043,ILMU HUKUM,Sarjana,185,1813,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561044,AKUNTANSI,Sarjana,84,1795,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561045,"SENI RUPA (DKV,LUKIS,PTNG,GRAFIS,GBR KRIYA)",Sarjana,30,154,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS NEGERI SEMARANG,13561046,PENDIDIKAN AKUNTANSI,Sarjana,27,368,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561047,PENDIDIKAN EKONOMI,Sarjana,27,158,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561048,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,25,531,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561049,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,40,846,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561050,PENDIDIKAN BAHASA INGGRIS,Sarjana,40,729,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561051,PENDIDIKAN BAHASA PRANCIS,Sarjana,20,46,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561052,PENDIDIKAN SENI RUPA,Sarjana,30,110,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS NEGERI SEMARANG,13561053,SASTRA INDONESIA,Sarjana,20,210,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561054,SASTRA INGGRIS,Sarjana,36,489,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561055,SASTRA PRANCIS,Sarjana,27,62,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561056,ILMU SEJARAH,Sarjana,20,232,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561057,SASTRA JAWA,Sarjana,15,81,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561058,PENDIDIKAN BAHASA DAN SASTRA JAWA,Sarjana,20,284,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561059,"P. SENI DRAMA, TARI & MUSIK (P. SENI TARI)",Sarjana,30,155,Tari
UNIVERSITAS NEGERI SEMARANG,13561060,"P. SENI DRAMA, TARI & MUSIK (P. SENI MUSIK)",Sarjana,30,104,Musik
UNIVERSITAS NEGERI SEMARANG,13561061,PENDIDIKAN BAHASA JEPANG,Sarjana,20,254,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561062,PENDIDIKAN BAHASA ARAB,Sarjana,30,272,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561063,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,117,2960,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561064,PEND.GURU PEND. ANAK USIA DINI (PGPAUD),Sarjana,30,321,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561065,PENDIDIKAN TATA KECANTIKAN,Sarjana,20,433,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561066,PENDIDIKAN BAHASA MANDARIN,Sarjana,9,78,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561067,ILMU POLITIK,Sarjana,50,381,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561068,PENDIDIKAN JASMANI SEKOLAH DASAR,Sarjana,20,157,Olahraga
UNIVERSITAS NEGERI SEMARANG,13561070,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Sarjana,30,325,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561071,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,15,101,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561074,STATISTIKA DAN SAINS DATA,Sarjana,16,272,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561075,EKONOMI DAN KEUANGAN ISLAM,Sarjana,16,210,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561076,KEDOKTERAN,Sarjana,10,703,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13561077,ILMU KOMUNIKASI,Sarjana,24,0,Tidak Ada
UNIVERSITAS NEGERI SEMARANG,13563072,DESAIN KOMUNIKASI VISUAL,Diploma Tiga,8,100,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS NEGERI SEMARANG,13563073,STATISTIKA TERAPAN DAN KOMPUTASI,Diploma Tiga,8,28,Tidak Ada
UNIVERSITAS GADJAH MADA,13611001,BIOLOGI,Sarjana,68,250,Tidak Ada
UNIVERSITAS GADJAH MADA,13611002,FARMASI,Sarjana,72,1540,Tidak Ada
UNIVERSITAS GADJAH MADA,13611003,GEOGRAFI LINGKUNGAN,Sarjana,30,175,Tidak Ada
UNIVERSITAS GADJAH MADA,13611004,KARTOGRAFI DAN PENGINDERAAN JAUH,Sarjana,30,151,Tidak Ada
UNIVERSITAS GADJAH MADA,13611005,PEMBANGUNAN WILAYAH,Sarjana,24,116,Tidak Ada
UNIVERSITAS GADJAH MADA,13611006,KEDOKTERAN,Sarjana,53,2159,Tidak Ada
UNIVERSITAS GADJAH MADA,13611007,ILMU KEPERAWATAN,Sarjana,36,847,Tidak Ada
UNIVERSITAS GADJAH MADA,13611008,GIZI,Sarjana,30,592,Tidak Ada
UNIVERSITAS GADJAH MADA,13611009,KEDOKTERAN GIGI,Sarjana,47,624,Tidak Ada
UNIVERSITAS GADJAH MADA,13611010,KEDOKTERAN HEWAN,Sarjana,60,390,Tidak Ada
UNIVERSITAS GADJAH MADA,13611011,FISIKA,Sarjana,21,97,Tidak Ada
UNIVERSITAS GADJAH MADA,13611012,KIMIA,Sarjana,45,219,Tidak Ada
UNIVERSITAS GADJAH MADA,13611013,MATEMATIKA,Sarjana,20,201,Tidak Ada
UNIVERSITAS GADJAH MADA,13611014,ILMU KOMPUTER,Sarjana,27,622,Tidak Ada
UNIVERSITAS GADJAH MADA,13611015,STATISTIKA,Sarjana,20,306,Tidak Ada
UNIVERSITAS GADJAH MADA,13611016,GEOFISIKA,Sarjana,21,109,Tidak Ada
UNIVERSITAS GADJAH MADA,13611017,ELEKTRONIKA DAN INSTRUMENTASI,Sarjana,27,145,Tidak Ada
UNIVERSITAS GADJAH MADA,13611018,AGRONOMI,Sarjana,24,133,Tidak Ada
UNIVERSITAS GADJAH MADA,13611020,ILMU TANAH,Sarjana,23,98,Tidak Ada
UNIVERSITAS GADJAH MADA,13611021,EKONOMI PERTANIAN DAN AGRIBISNIS,Sarjana,27,183,Tidak Ada
UNIVERSITAS GADJAH MADA,13611022,PROTEKSI TANAMAN (ILMU HAMA DAN PENYAKIT TUMBUHAN),Sarjana,23,83,Tidak Ada
UNIVERSITAS GADJAH MADA,13611023,PENYULUHAN DAN KOMUNIKASI PERTANIAN,Sarjana,9,56,Tidak Ada
UNIVERSITAS GADJAH MADA,13611024,AKUAKULTUR (BUDIDAYA PERIKANAN),Sarjana,23,77,Tidak Ada
UNIVERSITAS GADJAH MADA,13611025,TEKNOLOGI HASIL PERIKANAN,Sarjana,23,63,Tidak Ada
UNIVERSITAS GADJAH MADA,13611026,MANAJEMEN SUMBERDAYA AKUATIK (MANAJEMEN SUMBER DAYA PERIKANAN),Sarjana,23,72,Tidak Ada
UNIVERSITAS GADJAH MADA,13611027,MIKROBIOLOGI PERTANIAN,Sarjana,11,92,Tidak Ada
UNIVERSITAS GADJAH MADA,13611028,ILMU DAN INDUSTRI PETERNAKAN,Sarjana,90,278,Tidak Ada
UNIVERSITAS GADJAH MADA,13611029,ARSITEKTUR,Sarjana,24,437,Tidak Ada
UNIVERSITAS GADJAH MADA,13611030,PERENCANAAN WILAYAH DAN KOTA,Sarjana,18,239,Tidak Ada
UNIVERSITAS GADJAH MADA,13611031,TEKNIK GEODESI,Sarjana,38,202,Tidak Ada
UNIVERSITAS GADJAH MADA,13611032,TEKNIK GEOLOGI,Sarjana,36,341,Tidak Ada
UNIVERSITAS GADJAH MADA,13611033,TEKNIK KIMIA,Sarjana,42,442,Tidak Ada
UNIVERSITAS GADJAH MADA,13611034,TEKNIK ELEKTRO,Sarjana,30,325,Tidak Ada
UNIVERSITAS GADJAH MADA,13611035,TEKNIK MESIN,Sarjana,51,508,Tidak Ada
UNIVERSITAS GADJAH MADA,13611036,TEKNIK SIPIL,Sarjana,33,557,Tidak Ada
UNIVERSITAS GADJAH MADA,13611037,TEKNIK NUKLIR,Sarjana,15,197,Tidak Ada
UNIVERSITAS GADJAH MADA,13611038,TEKNIK FISIKA,Sarjana,42,153,Tidak Ada
UNIVERSITAS GADJAH MADA,13611039,TEKNIK INDUSTRI,Sarjana,36,601,Tidak Ada
UNIVERSITAS GADJAH MADA,13611040,TEKNIK PERTANIAN,Sarjana,27,141,Tidak Ada
UNIVERSITAS GADJAH MADA,13611041,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,Sarjana,33,469,Tidak Ada
UNIVERSITAS GADJAH MADA,13611042,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,30,189,Tidak Ada
UNIVERSITAS GADJAH MADA,13611043,HIGIENE GIGI,Sarjana,17,129,Tidak Ada
UNIVERSITAS GADJAH MADA,13611044,KEHUTANAN,Sarjana,90,477,Tidak Ada
UNIVERSITAS GADJAH MADA,13611045,TEKNOLOGI INFORMASI,Sarjana,24,710,Tidak Ada
UNIVERSITAS GADJAH MADA,13611046,ILMU AKTUARIA,Sarjana,17,282,Tidak Ada
UNIVERSITAS GADJAH MADA,13611047,TEKNIK BIOMEDIS,Sarjana,18,232,Tidak Ada
UNIVERSITAS GADJAH MADA,13611062,TEKNIK INFRASTRUKTUR LINGKUNGAN,Sarjana,15,169,Tidak Ada
UNIVERSITAS GADJAH MADA,13611063,ILMU EKONOMI,Sarjana,30,329,Tidak Ada
UNIVERSITAS GADJAH MADA,13611064,MANAJEMEN,Sarjana,45,1220,Tidak Ada
UNIVERSITAS GADJAH MADA,13611065,AKUNTANSI,Sarjana,45,1009,Tidak Ada
UNIVERSITAS GADJAH MADA,13611066,FILSAFAT,Sarjana,45,208,Tidak Ada
UNIVERSITAS GADJAH MADA,13611067,HUKUM,Sarjana,96,1504,Tidak Ada
UNIVERSITAS GADJAH MADA,13611068,ANTROPOLOGI BUDAYA,Sarjana,30,212,Tidak Ada
UNIVERSITAS GADJAH MADA,13611069,ARKEOLOGI,Sarjana,21,180,Tidak Ada
UNIVERSITAS GADJAH MADA,13611070,SEJARAH,Sarjana,15,120,Tidak Ada
UNIVERSITAS GADJAH MADA,13611071,SASTRA ARAB,Sarjana,21,282,Tidak Ada
UNIVERSITAS GADJAH MADA,13611072,BAHASA DAN SASTRA INDONESIA,Sarjana,27,237,Tidak Ada
UNIVERSITAS GADJAH MADA,13611073,SASTRA INGGRIS,Sarjana,21,278,Tidak Ada
UNIVERSITAS GADJAH MADA,13611074,"BAHASA, SASTRA, DAN BUDAYA JAWA",Sarjana,15,73,Tidak Ada
UNIVERSITAS GADJAH MADA,13611075,BAHASA DAN SASTRA PRANCIS,Sarjana,14,69,Tidak Ada
UNIVERSITAS GADJAH MADA,13611076,BAHASA DAN KEBUDAYAAN JEPANG,Sarjana,18,177,Tidak Ada
UNIVERSITAS GADJAH MADA,13611077,BAHASA DAN KEBUDAYAAN KOREA,Sarjana,18,253,Tidak Ada
UNIVERSITAS GADJAH MADA,13611078,MANAJEMEN DAN KEBIJAKAN PUBLIK,Sarjana,24,342,Tidak Ada
UNIVERSITAS GADJAH MADA,13611079,ILMU HUBUNGAN INTERNASIONAL,Sarjana,24,745,Tidak Ada
UNIVERSITAS GADJAH MADA,13611080,POLITIK DAN PEMERINTAHAN,Sarjana,24,234,Tidak Ada
UNIVERSITAS GADJAH MADA,13611081,PEMBANGUNAN SOSIAL DAN KESEJAHTERAAN,Sarjana,24,291,Tidak Ada
UNIVERSITAS GADJAH MADA,13611082,ILMU KOMUNIKASI,Sarjana,24,768,Tidak Ada
UNIVERSITAS GADJAH MADA,13611083,SOSIOLOGI,Sarjana,24,179,Tidak Ada
UNIVERSITAS GADJAH MADA,13611084,PSIKOLOGI,Sarjana,68,1614,Tidak Ada
UNIVERSITAS GADJAH MADA,13611085,PARIWISATA,Sarjana,21,447,Tidak Ada
UNIVERSITAS GADJAH MADA,13611116,TEKNIK SUMBER DAYA AIR,Sarjana,15,98,Tidak Ada
UNIVERSITAS GADJAH MADA,13612048,MANAJEMEN INFORMASI KESEHATAN,Sarjana Terapan,36,483,Tidak Ada
UNIVERSITAS GADJAH MADA,13612049,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,29,310,Tidak Ada
UNIVERSITAS GADJAH MADA,13612050,TEKNOLOGI REKAYASA ELEKTRO,Sarjana Terapan,22,116,Tidak Ada
UNIVERSITAS GADJAH MADA,13612051,TEKNOLOGI REKAYASA INSTRUMENTASI DAN KONTROL,Sarjana Terapan,22,89,Tidak Ada
UNIVERSITAS GADJAH MADA,13612052,TEKNOLOGI REKAYASA INTERNET,Sarjana Terapan,29,187,Tidak Ada
UNIVERSITAS GADJAH MADA,13612053,TEKNIK PENGELOLAAN DAN PEMELIHARAAN INFRASTRUKTUR SIPIL,Sarjana Terapan,18,128,Tidak Ada
UNIVERSITAS GADJAH MADA,13612054,TEKNOLOGI REKAYASA MESIN,Sarjana Terapan,18,125,Tidak Ada
UNIVERSITAS GADJAH MADA,13612055,TEKNIK PENGELOLAAN DAN PERAWATAN ALAT BERAT,Sarjana Terapan,18,83,Tidak Ada
UNIVERSITAS GADJAH MADA,13612056,PENGELOLAAN HUTAN,Sarjana Terapan,27,109,Tidak Ada
UNIVERSITAS GADJAH MADA,13612057,TEKNOLOGI VETERINER,Sarjana Terapan,27,98,Tidak Ada
UNIVERSITAS GADJAH MADA,13612058,PENGEMBANGAN PRODUK AGROINDUSTRI,Sarjana Terapan,27,129,Tidak Ada
UNIVERSITAS GADJAH MADA,13612059,TEKNOLOGI SURVEI DAN PEMETAAN DASAR,Sarjana Terapan,18,104,Tidak Ada
UNIVERSITAS GADJAH MADA,13612060,SISTEM INFORMASI GEOGRAFIS,Sarjana Terapan,18,89,Tidak Ada
UNIVERSITAS GADJAH MADA,13612061,TEKNOLOGI REKAYASA PELAKSANAAN BANGUNAN SIPIL,Sarjana Terapan,18,134,Tidak Ada
UNIVERSITAS GADJAH MADA,13612086,MANAJEMEN DAN PENILAIAN PROPERTI,Sarjana Terapan,30,245,Tidak Ada
UNIVERSITAS GADJAH MADA,13612087,PERBANKAN,Sarjana Terapan,36,225,Tidak Ada
UNIVERSITAS GADJAH MADA,13612088,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,30,330,Tidak Ada
UNIVERSITAS GADJAH MADA,13612089,PEMBANGUNAN EKONOMI KEWILAYAHAN,Sarjana Terapan,30,198,Tidak Ada
UNIVERSITAS GADJAH MADA,13612090,PENGELOLAAN ARSIP DAN REKAMAN INFORMASI,Sarjana Terapan,18,256,Tidak Ada
UNIVERSITAS GADJAH MADA,13612091,BAHASA INGGRIS,Sarjana Terapan,18,160,Tidak Ada
UNIVERSITAS GADJAH MADA,13612092,BISNIS PERJALANAN WISATA,Sarjana Terapan,27,217,Tidak Ada
UNIVERSITAS GADJAH MADA,13612115,BAHASA JEPANG UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,15,127,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621001,PENDIDIKAN MATEMATIKA,Sarjana,16,320,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621002,PENDIDIKAN FISIKA,Sarjana,20,73,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621003,PENDIDIKAN KIMIA,Sarjana,16,102,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621004,PENDIDIKAN BIOLOGI,Sarjana,16,207,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621005,PENDIDIKAN TEKNIK ELEKTRONIKA,Sarjana,8,25,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621006,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,16,174,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621007,PENDIDIKAN TEKNIK MESIN,Sarjana,16,118,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621008,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,16,64,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621009,PENDIDIKAN TEKNIK SIPIL & PERENCANAAN,Sarjana,16,87,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621010,MATEMATIKA,Sarjana,16,147,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621011,FISIKA,Sarjana,20,60,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621012,KIMIA,Sarjana,16,119,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621013,BIOLOGI,Sarjana,16,163,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621014,PENDIDIKAN TEKNIK MEKATRONIKA,Sarjana,16,42,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621015,PENDIDIKAN TEKNIK INFORMATIKA,Sarjana,14,368,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621016,PENDIDIKAN IPA,Sarjana,24,190,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621017,ILMU KEOLAHRAGAAN,Sarjana,24,125,Olahraga
UNIVERSITAS NEGERI YOGYAKARTA,13621018,STATISTIKA,Sarjana,16,191,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621019,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Sarjana,40,448,Olahraga
UNIVERSITAS NEGERI YOGYAKARTA,13621020,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,40,260,Olahraga
UNIVERSITAS NEGERI YOGYAKARTA,13621021,PENDIDIKAN JASMANI SEKOLAH DASAR,Sarjana,24,102,Olahraga
UNIVERSITAS NEGERI YOGYAKARTA,13621022,TEKNIK ELEKTRO,Sarjana,16,278,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621023,TEKNOLOGI INFORMASI,Sarjana,22,606,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621024,TEKNIK MANUFAKTUR,Sarjana,16,125,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621025,TEKNIK SIPIL,Sarjana,24,535,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621026,MANAJEMEN PENDIDIKAN,Sarjana,16,194,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621027,BIMBINGAN & KONSELING,Sarjana,24,456,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621028,TEKNOLOGI PENDIDIKAN,Sarjana,16,117,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621029,PENDIDIKAN LUAR BIASA,Sarjana,24,200,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621030,PENDIDIKAN LUAR SEKOLAH,Sarjana,16,95,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621031,PENDIDIKAN KRIYA,Sarjana,20,56,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS NEGERI YOGYAKARTA,13621032,PENDIDIKAN KEWARGANEGARAAN,Sarjana,16,218,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621033,PENDIDIKAN SEJARAH,Sarjana,24,262,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621034,PENDIDIKAN GEOGRAFI,Sarjana,16,198,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621037,PENDIDIKAN TEKNIK BUSANA,Sarjana,16,571,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621038,PENDIDIKAN TEKNIK BOGA,Sarjana,16,608,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621039,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,24,367,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621040,PENDIDIKAN AKUNTANSI,Sarjana,24,139,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621041,PENDIDIKAN EKONOMI,Sarjana,24,213,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621042,MANAJEMEN,Sarjana,48,2123,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621043,ILMU SEJARAH,Sarjana,16,173,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621044,AKUNTANSI,Sarjana,30,1116,Tidak Ada
UNIVERSITAS NEGERI YOGYAKARTA,13621045,PENDIDIKAN SOSIOLOGI,Sarjana,16,227,Tidak Ada
